"year","state","state_po","county_name","county_fips","office","candidate","party","candidatevotes","totalvotes","version","mode"
2016,"KANSAS","KS","WOODSON",20207,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",273,1443,20220315,"TOTAL"
2016,"KANSAS","KS","WOODSON",20207,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",1082,1443,20220315,"TOTAL"
2016,"KANSAS","KS","WOODSON",20207,"US PRESIDENT","OTHER","OTHER",88,1443,20220315,"TOTAL"
2016,"KANSAS","KS","WYANDOTTE",20209,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",30146,48781,20220315,"TOTAL"
2016,"KANSAS","KS","WYANDOTTE",20209,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",15806,48781,20220315,"TOTAL"
2016,"KANSAS","KS","WYANDOTTE",20209,"US PRESIDENT","OTHER","OTHER",2829,48781,20220315,"TOTAL"
2016,"KENTUCKY","KY","ADAIR",21001,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1323,8233,20220315,"TOTAL"
2016,"KENTUCKY","KY","ADAIR",21001,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",6637,8233,20220315,"TOTAL"
2016,"KENTUCKY","KY","ADAIR",21001,"US PRESIDENT","OTHER","OTHER",273,8233,20220315,"TOTAL"
2016,"KENTUCKY","KY","ALLEN",21003,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1349,8096,20220315,"TOTAL"
2016,"KENTUCKY","KY","ALLEN",21003,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",6466,8096,20220315,"TOTAL"
2016,"KENTUCKY","KY","ALLEN",21003,"US PRESIDENT","OTHER","OTHER",281,8096,20220315,"TOTAL"
2016,"KENTUCKY","KY","ANDERSON",21005,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2634,11422,20220315,"TOTAL"
2016,"KENTUCKY","KY","ANDERSON",21005,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",8242,11422,20220315,"TOTAL"
2016,"KENTUCKY","KY","ANDERSON",21005,"US PRESIDENT","OTHER","OTHER",546,11422,20220315,"TOTAL"
2016,"KENTUCKY","KY","BALLARD",21007,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",816,4101,20220315,"TOTAL"
2016,"KENTUCKY","KY","BALLARD",21007,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3161,4101,20220315,"TOTAL"
2016,"KENTUCKY","KY","BALLARD",21007,"US PRESIDENT","OTHER","OTHER",124,4101,20220315,"TOTAL"
2016,"KENTUCKY","KY","BARREN",21009,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4275,18488,20220315,"TOTAL"
2016,"KENTUCKY","KY","BARREN",21009,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",13483,18488,20220315,"TOTAL"
2016,"KENTUCKY","KY","BARREN",21009,"US PRESIDENT","OTHER","OTHER",730,18488,20220315,"TOTAL"
2016,"KENTUCKY","KY","BATH",21011,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1361,4587,20220315,"TOTAL"
2016,"KENTUCKY","KY","BATH",21011,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3082,4587,20220315,"TOTAL"
2016,"KENTUCKY","KY","BATH",21011,"US PRESIDENT","OTHER","OTHER",144,4587,20220315,"TOTAL"
2016,"KENTUCKY","KY","BELL",21013,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1720,9718,20220315,"TOTAL"
2016,"KENTUCKY","KY","BELL",21013,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",7764,9718,20220315,"TOTAL"
2016,"KENTUCKY","KY","BELL",21013,"US PRESIDENT","OTHER","OTHER",234,9718,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOONE",21015,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",15026,57618,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOONE",21015,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",39082,57618,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOONE",21015,"US PRESIDENT","OTHER","OTHER",3510,57618,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOURBON",21017,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2791,8803,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOURBON",21017,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5569,8803,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOURBON",21017,"US PRESIDENT","OTHER","OTHER",443,8803,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOYD",21019,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",6021,20454,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOYD",21019,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",13591,20454,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOYD",21019,"US PRESIDENT","OTHER","OTHER",842,20454,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOYLE",21021,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4281,12946,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOYLE",21021,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",8040,12946,20220315,"TOTAL"
2016,"KENTUCKY","KY","BOYLE",21021,"US PRESIDENT","OTHER","OTHER",625,12946,20220315,"TOTAL"
2016,"KENTUCKY","KY","BRACKEN",21023,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",705,3527,20220315,"TOTAL"
2016,"KENTUCKY","KY","BRACKEN",21023,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2711,3527,20220315,"TOTAL"
2016,"KENTUCKY","KY","BRACKEN",21023,"US PRESIDENT","OTHER","OTHER",111,3527,20220315,"TOTAL"
2016,"KENTUCKY","KY","BREATHITT",21025,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1537,5738,20220315,"TOTAL"
2016,"KENTUCKY","KY","BREATHITT",21025,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3991,5738,20220315,"TOTAL"
2016,"KENTUCKY","KY","BREATHITT",21025,"US PRESIDENT","OTHER","OTHER",210,5738,20220315,"TOTAL"
2016,"KENTUCKY","KY","BRECKINRIDGE",21027,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1960,8774,20220315,"TOTAL"
2016,"KENTUCKY","KY","BRECKINRIDGE",21027,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",6484,8774,20220315,"TOTAL"
2016,"KENTUCKY","KY","BRECKINRIDGE",21027,"US PRESIDENT","OTHER","OTHER",330,8774,20220315,"TOTAL"
2016,"KENTUCKY","KY","BULLITT",21029,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",8255,36069,20220315,"TOTAL"
2016,"KENTUCKY","KY","BULLITT",21029,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",26210,36069,20220315,"TOTAL"
2016,"KENTUCKY","KY","BULLITT",21029,"US PRESIDENT","OTHER","OTHER",1604,36069,20220315,"TOTAL"
2016,"KENTUCKY","KY","BUTLER",21031,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",947,5576,20220315,"TOTAL"
2016,"KENTUCKY","KY","BUTLER",21031,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4428,5576,20220315,"TOTAL"
2016,"KENTUCKY","KY","BUTLER",21031,"US PRESIDENT","OTHER","OTHER",201,5576,20220315,"TOTAL"
2016,"KENTUCKY","KY","CALDWELL",21033,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1260,5975,20220315,"TOTAL"
2016,"KENTUCKY","KY","CALDWELL",21033,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4507,5975,20220315,"TOTAL"
2016,"KENTUCKY","KY","CALDWELL",21033,"US PRESIDENT","OTHER","OTHER",208,5975,20220315,"TOTAL"
2016,"KENTUCKY","KY","CALLOWAY",21035,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4749,16049,20220315,"TOTAL"
2016,"KENTUCKY","KY","CALLOWAY",21035,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",10367,16049,20220315,"TOTAL"
2016,"KENTUCKY","KY","CALLOWAY",21035,"US PRESIDENT","OTHER","OTHER",933,16049,20220315,"TOTAL"
2016,"KENTUCKY","KY","CAMPBELL",21037,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",14658,42510,20220315,"TOTAL"
2016,"KENTUCKY","KY","CAMPBELL",21037,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",25050,42510,20220315,"TOTAL"
2016,"KENTUCKY","KY","CAMPBELL",21037,"US PRESIDENT","OTHER","OTHER",2802,42510,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARLISLE",21039,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",432,2601,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARLISLE",21039,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2094,2601,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARLISLE",21039,"US PRESIDENT","OTHER","OTHER",75,2601,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARROLL",21041,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1106,3855,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARROLL",21041,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2588,3855,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARROLL",21041,"US PRESIDENT","OTHER","OTHER",161,3855,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARTER",21043,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2276,10278,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARTER",21043,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",7587,10278,20220315,"TOTAL"
2016,"KENTUCKY","KY","CARTER",21043,"US PRESIDENT","OTHER","OTHER",415,10278,20220315,"TOTAL"
2016,"KENTUCKY","KY","CASEY",21045,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",767,6439,20220315,"TOTAL"
2016,"KENTUCKY","KY","CASEY",21045,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5482,6439,20220315,"TOTAL"
2016,"KENTUCKY","KY","CASEY",21045,"US PRESIDENT","OTHER","OTHER",190,6439,20220315,"TOTAL"
2016,"KENTUCKY","KY","CHRISTIAN",21047,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",7188,22083,20220315,"TOTAL"
2016,"KENTUCKY","KY","CHRISTIAN",21047,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",14108,22083,20220315,"TOTAL"
2016,"KENTUCKY","KY","CHRISTIAN",21047,"US PRESIDENT","OTHER","OTHER",787,22083,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLARK",21049,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4706,16205,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLARK",21049,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",10710,16205,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLARK",21049,"US PRESIDENT","OTHER","OTHER",789,16205,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLAY",21051,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",752,6767,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLAY",21051,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5861,6767,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLAY",21051,"US PRESIDENT","OTHER","OTHER",154,6767,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLINTON",21053,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",547,4462,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLINTON",21053,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3809,4462,20220315,"TOTAL"
2016,"KENTUCKY","KY","CLINTON",21053,"US PRESIDENT","OTHER","OTHER",106,4462,20220315,"TOTAL"
2016,"KENTUCKY","KY","CRITTENDEN",21055,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",617,4037,20220315,"TOTAL"
2016,"KENTUCKY","KY","CRITTENDEN",21055,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",3290,4037,20220315,"TOTAL"
2016,"KENTUCKY","KY","CRITTENDEN",21055,"US PRESIDENT","OTHER","OTHER",130,4037,20220315,"TOTAL"
2016,"KENTUCKY","KY","CUMBERLAND",21057,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",459,3066,20220315,"TOTAL"
2016,"KENTUCKY","KY","CUMBERLAND",21057,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2502,3066,20220315,"TOTAL"
2016,"KENTUCKY","KY","CUMBERLAND",21057,"US PRESIDENT","OTHER","OTHER",105,3066,20220315,"TOTAL"
2016,"KENTUCKY","KY","DAVIESS",21059,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",14163,45807,20220315,"TOTAL"
2016,"KENTUCKY","KY","DAVIESS",21059,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",28907,45807,20220315,"TOTAL"
2016,"KENTUCKY","KY","DAVIESS",21059,"US PRESIDENT","OTHER","OTHER",2737,45807,20220315,"TOTAL"
2016,"KENTUCKY","KY","EDMONSON",21061,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",979,5244,20220315,"TOTAL"
2016,"KENTUCKY","KY","EDMONSON",21061,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4135,5244,20220315,"TOTAL"
2016,"KENTUCKY","KY","EDMONSON",21061,"US PRESIDENT","OTHER","OTHER",130,5244,20220315,"TOTAL"
2016,"KENTUCKY","KY","ELLIOTT",21063,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",740,2855,20220315,"TOTAL"
2016,"KENTUCKY","KY","ELLIOTT",21063,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2000,2855,20220315,"TOTAL"
2016,"KENTUCKY","KY","ELLIOTT",21063,"US PRESIDENT","OTHER","OTHER",115,2855,20220315,"TOTAL"
2016,"KENTUCKY","KY","ESTILL",21065,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1108,5545,20220315,"TOTAL"
2016,"KENTUCKY","KY","ESTILL",21065,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4236,5545,20220315,"TOTAL"
2016,"KENTUCKY","KY","ESTILL",21065,"US PRESIDENT","OTHER","OTHER",201,5545,20220315,"TOTAL"
2016,"KENTUCKY","KY","FAYETTE",21067,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",69778,136315,20220315,"TOTAL"
2016,"KENTUCKY","KY","FAYETTE",21067,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",56894,136315,20220315,"TOTAL"
2016,"KENTUCKY","KY","FAYETTE",21067,"US PRESIDENT","OTHER","OTHER",9643,136315,20220315,"TOTAL"
2016,"KENTUCKY","KY","FLEMING",21069,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1348,6260,20220315,"TOTAL"
2016,"KENTUCKY","KY","FLEMING",21069,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4722,6260,20220315,"TOTAL"
2016,"KENTUCKY","KY","FLEMING",21069,"US PRESIDENT","OTHER","OTHER",190,6260,20220315,"TOTAL"
2016,"KENTUCKY","KY","FLOYD",21071,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4015,16540,20220315,"TOTAL"
2016,"KENTUCKY","KY","FLOYD",21071,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",11993,16540,20220315,"TOTAL"
2016,"KENTUCKY","KY","FLOYD",21071,"US PRESIDENT","OTHER","OTHER",532,16540,20220315,"TOTAL"
2016,"KENTUCKY","KY","FRANKLIN",21073,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",10717,23865,20220315,"TOTAL"
2016,"KENTUCKY","KY","FRANKLIN",21073,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",11819,23865,20220315,"TOTAL"
2016,"KENTUCKY","KY","FRANKLIN",21073,"US PRESIDENT","OTHER","OTHER",1329,23865,20220315,"TOTAL"
2016,"KENTUCKY","KY","FULTON",21075,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",774,2382,20220315,"TOTAL"
2016,"KENTUCKY","KY","FULTON",21075,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",1549,2382,20220315,"TOTAL"
2016,"KENTUCKY","KY","FULTON",21075,"US PRESIDENT","OTHER","OTHER",59,2382,20220315,"TOTAL"
2016,"KENTUCKY","KY","GALLATIN",21077,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",749,3338,20220315,"TOTAL"
2016,"KENTUCKY","KY","GALLATIN",21077,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2443,3338,20220315,"TOTAL"
2016,"KENTUCKY","KY","GALLATIN",21077,"US PRESIDENT","OTHER","OTHER",146,3338,20220315,"TOTAL"
2016,"KENTUCKY","KY","GARRARD",21079,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1453,7623,20220315,"TOTAL"
2016,"KENTUCKY","KY","GARRARD",21079,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5904,7623,20220315,"TOTAL"
2016,"KENTUCKY","KY","GARRARD",21079,"US PRESIDENT","OTHER","OTHER",266,7623,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRANT",21081,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1910,9559,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRANT",21081,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",7268,9559,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRANT",21081,"US PRESIDENT","OTHER","OTHER",381,9559,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRAVES",21083,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",3308,16606,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRAVES",21083,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",12671,16606,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRAVES",21083,"US PRESIDENT","OTHER","OTHER",627,16606,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRAYSON",21085,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1959,10576,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRAYSON",21085,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",8219,10576,20220315,"TOTAL"
2016,"KENTUCKY","KY","GRAYSON",21085,"US PRESIDENT","OTHER","OTHER",398,10576,20220315,"TOTAL"
2016,"KENTUCKY","KY","GREEN",21087,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",832,5333,20220315,"TOTAL"
2016,"KENTUCKY","KY","GREEN",21087,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4372,5333,20220315,"TOTAL"
2016,"KENTUCKY","KY","GREEN",21087,"US PRESIDENT","OTHER","OTHER",129,5333,20220315,"TOTAL"
2016,"KENTUCKY","KY","GREENUP",21089,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4146,16277,20220315,"TOTAL"
2016,"KENTUCKY","KY","GREENUP",21089,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",11546,16277,20220315,"TOTAL"
2016,"KENTUCKY","KY","GREENUP",21089,"US PRESIDENT","OTHER","OTHER",585,16277,20220315,"TOTAL"
2016,"KENTUCKY","KY","HANCOCK",21091,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1244,4295,20220315,"TOTAL"
2016,"KENTUCKY","KY","HANCOCK",21091,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2788,4295,20220315,"TOTAL"
2016,"KENTUCKY","KY","HANCOCK",21091,"US PRESIDENT","OTHER","OTHER",263,4295,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARDIN",21093,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",13944,43156,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARDIN",21093,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",26971,43156,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARDIN",21093,"US PRESIDENT","OTHER","OTHER",2241,43156,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARLAN",21095,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1372,10757,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARLAN",21095,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",9129,10757,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARLAN",21095,"US PRESIDENT","OTHER","OTHER",256,10757,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARRISON",21097,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",2031,7781,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARRISON",21097,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5435,7781,20220315,"TOTAL"
2016,"KENTUCKY","KY","HARRISON",21097,"US PRESIDENT","OTHER","OTHER",315,7781,20220315,"TOTAL"
2016,"KENTUCKY","KY","HART",21099,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1730,7264,20220315,"TOTAL"
2016,"KENTUCKY","KY","HART",21099,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",5320,7264,20220315,"TOTAL"
2016,"KENTUCKY","KY","HART",21099,"US PRESIDENT","OTHER","OTHER",214,7264,20220315,"TOTAL"
2016,"KENTUCKY","KY","HENDERSON",21101,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",6707,19710,20220315,"TOTAL"
2016,"KENTUCKY","KY","HENDERSON",21101,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",12159,19710,20220315,"TOTAL"
2016,"KENTUCKY","KY","HENDERSON",21101,"US PRESIDENT","OTHER","OTHER",844,19710,20220315,"TOTAL"
2016,"KENTUCKY","KY","HENRY",21103,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1828,7149,20220315,"TOTAL"
2016,"KENTUCKY","KY","HENRY",21103,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4944,7149,20220315,"TOTAL"
2016,"KENTUCKY","KY","HENRY",21103,"US PRESIDENT","OTHER","OTHER",377,7149,20220315,"TOTAL"
2016,"KENTUCKY","KY","HICKMAN",21105,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",449,2157,20220315,"TOTAL"
2016,"KENTUCKY","KY","HICKMAN",21105,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",1657,2157,20220315,"TOTAL"
2016,"KENTUCKY","KY","HICKMAN",21105,"US PRESIDENT","OTHER","OTHER",51,2157,20220315,"TOTAL"
2016,"KENTUCKY","KY","HOPKINS",21107,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",4310,20345,20220315,"TOTAL"
2016,"KENTUCKY","KY","HOPKINS",21107,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",15277,20345,20220315,"TOTAL"
2016,"KENTUCKY","KY","HOPKINS",21107,"US PRESIDENT","OTHER","OTHER",758,20345,20220315,"TOTAL"
2016,"KENTUCKY","KY","JACKSON",21109,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",482,5501,20220315,"TOTAL"
2016,"KENTUCKY","KY","JACKSON",21109,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4889,5501,20220315,"TOTAL"
2016,"KENTUCKY","KY","JACKSON",21109,"US PRESIDENT","OTHER","OTHER",130,5501,20220315,"TOTAL"
2016,"KENTUCKY","KY","JEFFERSON",21111,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",190836,353099,20220315,"TOTAL"
2016,"KENTUCKY","KY","JEFFERSON",21111,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",143768,353099,20220315,"TOTAL"
2016,"KENTUCKY","KY","JEFFERSON",21111,"US PRESIDENT","OTHER","OTHER",18495,353099,20220315,"TOTAL"
2016,"KENTUCKY","KY","JESSAMINE",21113,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",6144,23326,20220315,"TOTAL"
2016,"KENTUCKY","KY","JESSAMINE",21113,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",15474,23326,20220315,"TOTAL"
2016,"KENTUCKY","KY","JESSAMINE",21113,"US PRESIDENT","OTHER","OTHER",1708,23326,20220315,"TOTAL"
2016,"KENTUCKY","KY","JOHNSON",21115,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1250,9572,20220315,"TOTAL"
2016,"KENTUCKY","KY","JOHNSON",21115,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",8043,9572,20220315,"TOTAL"
2016,"KENTUCKY","KY","JOHNSON",21115,"US PRESIDENT","OTHER","OTHER",279,9572,20220315,"TOTAL"
2016,"KENTUCKY","KY","KENTON",21117,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",24214,71998,20220315,"TOTAL"
2016,"KENTUCKY","KY","KENTON",21117,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",42958,71998,20220315,"TOTAL"
2016,"KENTUCKY","KY","KENTON",21117,"US PRESIDENT","OTHER","OTHER",4826,71998,20220315,"TOTAL"
2016,"KENTUCKY","KY","KNOTT",21119,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1245,5763,20220315,"TOTAL"
2016,"KENTUCKY","KY","KNOTT",21119,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4357,5763,20220315,"TOTAL"
2016,"KENTUCKY","KY","KNOTT",21119,"US PRESIDENT","OTHER","OTHER",161,5763,20220315,"TOTAL"
2016,"KENTUCKY","KY","KNOX",21121,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1761,12012,20220315,"TOTAL"
2016,"KENTUCKY","KY","KNOX",21121,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",9885,12012,20220315,"TOTAL"
2016,"KENTUCKY","KY","KNOX",21121,"US PRESIDENT","OTHER","OTHER",366,12012,20220315,"TOTAL"
2016,"KENTUCKY","KY","LARUE",21123,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1278,6367,20220315,"TOTAL"
2016,"KENTUCKY","KY","LARUE",21123,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4799,6367,20220315,"TOTAL"
2016,"KENTUCKY","KY","LARUE",21123,"US PRESIDENT","OTHER","OTHER",290,6367,20220315,"TOTAL"
2016,"KENTUCKY","KY","LAUREL",21125,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",3440,24833,20220315,"TOTAL"
2016,"KENTUCKY","KY","LAUREL",21125,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",20592,24833,20220315,"TOTAL"
2016,"KENTUCKY","KY","LAUREL",21125,"US PRESIDENT","OTHER","OTHER",801,24833,20220315,"TOTAL"
2016,"KENTUCKY","KY","LAWRENCE",21127,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",1045,6042,20220315,"TOTAL"
2016,"KENTUCKY","KY","LAWRENCE",21127,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4816,6042,20220315,"TOTAL"
2016,"KENTUCKY","KY","LAWRENCE",21127,"US PRESIDENT","OTHER","OTHER",181,6042,20220315,"TOTAL"
2016,"KENTUCKY","KY","LEE",21129,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",444,2667,20220315,"TOTAL"
2016,"KENTUCKY","KY","LEE",21129,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",2151,2667,20220315,"TOTAL"
2016,"KENTUCKY","KY","LEE",21129,"US PRESIDENT","OTHER","OTHER",72,2667,20220315,"TOTAL"
2016,"KENTUCKY","KY","LESLIE",21131,"US PRESIDENT","HILLARY CLINTON","DEMOCRAT",400,4492,20220315,"TOTAL"
2016,"KENTUCKY","KY","LESLIE",21131,"US PRESIDENT","DONALD TRUMP","REPUBLICAN",4015,4492,20220315,"TOTAL"
2016,"KENTUCKY","KY","LESLIE",21131,"US PRESIDENT","OTHER","OTHER",77,4492,20220315,"TOTAL"
